user.key;datetime;meter.reading;diff
df789230-d273-4fd0-aa24-6f5419469295;25/11/2016 02:07:46;1068708;0
df789230-d273-4fd0-aa24-6f5419469295;25/11/2016 03:07:46;1068708;0
df789230-d273-4fd0-aa24-6f5419469295;25/11/2016 04:07:46;1068708;0
df789230-d273-4fd0-aa24-6f5419469295;25/11/2016 05:08:01;1068708;0
df789230-d273-4fd0-aa24-6f5419469295;25/11/2016 06:08:01;1068708;0
df789230-d273-4fd0-aa24-6f5419469295;25/11/2016 07:08:01;1068708;0
df789230-d273-4fd0-aa24-6f5419469295;25/11/2016 08:08:01;1068763;55
df789230-d273-4fd0-aa24-6f5419469295;25/11/2016 09:07:52;1068794;31
df789230-d273-4fd0-aa24-6f5419469295;25/11/2016 10:07:52;1068808;14
df789230-d273-4fd0-aa24-6f5419469295;25/11/2016 11:07:52;1068838;30
df789230-d273-4fd0-aa24-6f5419469295;25/11/2016 12:07:52;1068855;17
df789230-d273-4fd0-aa24-6f5419469295;25/11/2016 13:07:44;1068864;9
df789230-d273-4fd0-aa24-6f5419469295;25/11/2016 14:07:44;1068912;48
df789230-d273-4fd0-aa24-6f5419469295;25/11/2016 15:07:44;1068956;44
df789230-d273-4fd0-aa24-6f5419469295;25/11/2016 16:07:44;1068971;15
df789230-d273-4fd0-aa24-6f5419469295;25/11/2016 17:07:47;1068971;0
df789230-d273-4fd0-aa24-6f5419469295;25/11/2016 18:07:47;1068971;0
df789230-d273-4fd0-aa24-6f5419469295;25/11/2016 19:07:47;1068978;7
df789230-d273-4fd0-aa24-6f5419469295;25/11/2016 20:07:47;1068978;0
df789230-d273-4fd0-aa24-6f5419469295;25/11/2016 21:07:55;1068993;15
df789230-d273-4fd0-aa24-6f5419469295;25/11/2016 22:07:55;1068996;3
df789230-d273-4fd0-aa24-6f5419469295;25/11/2016 23:07:55;1069042;46
df789230-d273-4fd0-aa24-6f5419469295;26/11/2016 00:07:55;1069054;12
df789230-d273-4fd0-aa24-6f5419469295;26/11/2016 01:07:59;1069061;7
df789230-d273-4fd0-aa24-6f5419469295;26/11/2016 02:07:59;1069067;6
df789230-d273-4fd0-aa24-6f5419469295;26/11/2016 03:07:59;1069068;1
df789230-d273-4fd0-aa24-6f5419469295;26/11/2016 04:07:59;1069068;0
df789230-d273-4fd0-aa24-6f5419469295;26/11/2016 05:07:44;1069068;0
df789230-d273-4fd0-aa24-6f5419469295;26/11/2016 06:07:44;1069068;0
df789230-d273-4fd0-aa24-6f5419469295;26/11/2016 07:07:44;1069068;0
df789230-d273-4fd0-aa24-6f5419469295;26/11/2016 08:07:44;1069094;26
df789230-d273-4fd0-aa24-6f5419469295;26/11/2016 09:07:52;1069143;49
df789230-d273-4fd0-aa24-6f5419469295;26/11/2016 10:07:52;1069234;91
df789230-d273-4fd0-aa24-6f5419469295;26/11/2016 11:07:52;1069252;18
df789230-d273-4fd0-aa24-6f5419469295;26/11/2016 12:07:52;1069277;25
df789230-d273-4fd0-aa24-6f5419469295;26/11/2016 13:07:51;1069301;24
df789230-d273-4fd0-aa24-6f5419469295;26/11/2016 14:07:51;1069316;15
df789230-d273-4fd0-aa24-6f5419469295;26/11/2016 15:07:51;1069345;29
df789230-d273-4fd0-aa24-6f5419469295;26/11/2016 16:07:51;1069369;24
df789230-d273-4fd0-aa24-6f5419469295;26/11/2016 17:07:43;1069370;1
